Type,Purpose,Furnishing,Price,Beds,Baths,Area_sqft,Address
Apartment,Sale,Unfurnished,"1,039,642",1 bed,1 bath,874 sqft,"Milos by Karma, Dubai Land Residence Complex, Dubai, UAE"
Townhouse,Sale,Unfurnished,"3,700,000",4 beds,4 baths,"2,357 sqft","La Violeta, Villanova, Dubailand, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,691,000",2 beds,3 baths,"1,121 sqft","Azizi Milan 1, Azizi Milan, City of Arabia, Dubai, UAE"
Villa,Sale,Unfurnished,"1,849,999",3 beds,4 baths,"1,992 sqft","Taormina Village 1, Dubailand, Dubai, UAE"
Villa,Sale,Unfurnished,"18,900,000",5 beds,6 baths,"8,439 sqft","District One West, Mohammed Bin Rashid City, Dubai, UAE"
Apartment,Sale,Unfurnished,"945,999",1 bed,2 baths,698 sqft,"Samana Waves, JVC District 13, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"545,999",Studio,1 bath,435 sqft,"Samana Waves, JVC District 13, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"2,097,000",1 bed,2 baths,"1,022 sqft","Binghatti Skyrise, Business Bay, Dubai, UAE"
Apartment,Sale,Unfurnished,"750,000",1 bed,2 baths,970 sqft,"Building 70, Mediterranean, Discovery Gardens, Dubai, UAE"
Townhouse,Sale,Unfurnished,"1,799,999",5 beds,4 baths,"1,208 sqft","Amargo, DAMAC Hills 2 (Akoya by DAMAC), Dubai, UAE"
Apartment,Sale,Unfurnished,"1,394,568",1 bed,2 baths,793 sqft,"Essenl1fe Residence, JVT District 3, Jumeirah Village Triangle (JVT), Dubai, UAE"
Apartment,Sale,Furnished,"705,500",1 bed,2 baths,741 sqft,"Sports View Residence, International City Phase 2 (Warsan 4), International City, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,967,000",2 beds,3 baths,"1,151 sqft","Azizi Venice 14, Azizi Venice, Dubai South, Dubai, UAE"
Apartment,Sale,Furnished,"850,000",Studio,1 bath,474 sqft,"Milos by Karma, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Unfurnished,"995,500",2 beds,3 baths,985 sqft,"Sports View Residence, International City Phase 2 (Warsan 4), International City, Dubai, UAE"
Townhouse,Sale,Unfurnished,"1,699,999",3 beds,4 baths,"1,937 sqft","Taormina Village 1, Dubailand, Dubai, UAE"
Villa,Sale,Unfurnished,"7,200,000",3 beds,4 baths,"5,398 sqft","District 6, Jumeirah Park, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,842,000",2 beds,3 baths,"1,190 sqft","Binghatti Starlight, Dubai Healthcare City Phase 2, Al Jaddaf, Dubai, UAE"
Villa,Sale,Unfurnished,"15,000,000",4 beds,6 baths,"7,948 sqft","Palmiera, The Oasis by Emaar, Dubai, UAE"
Apartment,Sale,Furnished,"1,170,000",1 bed,2 baths,861 sqft,"SPARKLZ by Danube, Al Furjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"2,017,000",3 beds,4 baths,"1,575 sqft","Azizi Milan 1, Azizi Milan, City of Arabia, Dubai, UAE"
Apartment,Sale,Furnished,"896,400",Studio,1 bath,484 sqft,"SPARKLZ by Danube, Al Furjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"2,840,870",1 bed,2 baths,834 sqft,"Canal Heights, Business Bay, Dubai, UAE"
Apartment,Sale,Unfurnished,"2,837,960",1 bed,2 baths,833 sqft,"Canal Heights, Business Bay, Dubai, UAE"
Townhouse,Sale,Unfurnished,"7,932,576",4 beds,4 baths,"4,957 sqft","Sobha Elwood, Dubailand, Dubai, UAE"
Apartment,Sale,Unfurnished,"881,600",1 bed,2 baths,585 sqft,"Azizi Raffi, Al Furjan West, Al Furjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"543,400",Studio,1 bath,326 sqft,"Azizi Raffi, Al Furjan West, Al Furjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,442,450",2 beds,3 baths,987 sqft,"Azizi Raffi, Al Furjan West, Al Furjan, Dubai, UAE"
Townhouse,Sale,Unfurnished,"1,700,000",4 beds,5 baths,"2,769 sqft","Dubai Investment Park 1, Dubai Investment Park (DIP), Dubai, UAE"
Apartment,Sale,Unfurnished,"2,733,000",3 beds,4 baths,"1,693 sqft","Azizi Venice 14, Azizi Venice, Dubai South, Dubai, UAE"
Villa,Sale,Furnished,"18,500,000",6 beds,7 baths,"9,114 sqft","Dubai, UAE"
Townhouse,Sale,Unfurnished,"2,500,000",4 beds,4 baths,"2,276 sqft","Malta, DAMAC Lagoons, Dubai, UAE"
Apartment,Sale,Furnished,"799,999",1 bed,2 baths,873 sqft,"Alcove, JVC District 11, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Furnished,"1,783,488",2 beds,3 baths,"1,274 sqft","Trinity By Karma, Arjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"570,000",Studio,1 bath,340 sqft,"Azizi Raffi, Al Furjan West, Al Furjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"920,000",1 bed,2 baths,606 sqft,"Azizi Raffi, Al Furjan West, Al Furjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,006,720",1 bed,2 baths,694 sqft,"Azizi Jewel, Al Furjan West, Al Furjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,176,560",1 bed,2 baths,772 sqft,"Azizi Jewel, Al Furjan West, Al Furjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,312,960",1 bed,2 baths,"1,122 sqft","Azizi Jewel, Al Furjan West, Al Furjan, Dubai, UAE"
Townhouse,Sale,Unfurnished,"3,070,000",5 beds,6 baths,"3,178 sqft","DAMAC Islands, Dubailand, Dubai, UAE"
Townhouse,Sale,Unfurnished,"3,150,000",5 beds,6 baths,"3,400 sqft","DAMAC Islands, Dubailand, Dubai, UAE"
Apartment,Sale,Unfurnished,"72,840,000",4 beds,6 baths,"10,064 sqft","Six Senses Residences Dubai Marina, Dubai Marina, Dubai, UAE"
Apartment,Sale,Unfurnished,"699,000",1 bed,1 bath,486 sqft,"Rukan Tower, Rukan, Dubailand, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,133,523",1 bed,1 bath,771 sqft,"Samana Barari Lagoons, Majan, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,355,526",1 bed,1 bath,993 sqft,"Samana Barari Lagoons, Majan, Dubai, UAE"
Apartment,Sale,Unfurnished,"2,052,526",1 bed,1 bath,"1,417 sqft","Samana Barari Lagoons, Majan, Dubai, UAE"
Apartment,Sale,Furnished,"640,000",Studio,1 bath,373 sqft,"Havelock Heights, JVC District 10, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Furnished,"950,000",1 bed,2 baths,776 sqft,"Havelock Residences, Discovery Gardens, Dubai, UAE"
Apartment,Sale,Furnished,"1,020,000",1 bed,2 baths,750 sqft,"Havelock Residences, Discovery Gardens, Dubai, UAE"
Apartment,Sale,Furnished,"634,999",Studio,1 bath,393 sqft,"One Beverly, Arjan, Dubai, UAE"
Apartment,Sale,Furnished,"1,019,000",1 bed,2 baths,985 sqft,"Havelock Heights, JVC District 10, Jumeirah Village Circle (JVC), Dubai, UAE"
Villa,Sale,Unfurnished,"8,949,000",4 beds,6 baths,"6,274 sqft","Palmiera, The Oasis by Emaar, Dubai, UAE"
Apartment,Sale,Furnished,"782,900",1 bed,2 baths,762 sqft,"4B Living, International City Phase 2 (Warsan 4), International City, Dubai, UAE"
Apartment,Sale,Furnished,"782,900",1 bed,2 baths,760 sqft,"4B Living, International City Phase 2 (Warsan 4), International City, Dubai, UAE"
Apartment,Sale,Furnished,"782,900",1 bed,2 baths,761 sqft,"4B Living, International City Phase 2 (Warsan 4), International City, Dubai, UAE"
Apartment,Sale,Furnished,"782,900",1 bed,2 baths,762 sqft,"4B Living, International City Phase 2 (Warsan 4), International City, Dubai, UAE"
Apartment,Sale,Furnished,"782,900",1 bed,2 baths,763 sqft,"4B Living, International City Phase 2 (Warsan 4), International City, Dubai, UAE"
Apartment,Sale,Furnished,"782,900",1 bed,2 baths,761 sqft,"4B Living, International City Phase 2 (Warsan 4), International City, Dubai, UAE"
Apartment,Sale,Furnished,"782,900",1 bed,2 baths,766 sqft,"4B Living, International City Phase 2 (Warsan 4), International City, Dubai, UAE"
Apartment,Sale,Furnished,"782,900",1 bed,2 baths,767 sqft,"4B Living, International City Phase 2 (Warsan 4), International City, Dubai, UAE"
Apartment,Sale,Furnished,"782,900",1 bed,2 baths,769 sqft,"4B Living, International City Phase 2 (Warsan 4), International City, Dubai, UAE"
Apartment,Sale,Furnished,"782,905",1 bed,2 baths,770 sqft,"4B Living, International City Phase 2 (Warsan 4), International City, Dubai, UAE"
Apartment,Sale,Furnished,"782,920",1 bed,2 baths,762 sqft,"4B Living, International City Phase 2 (Warsan 4), International City, Dubai, UAE"
Apartment,Sale,Furnished,"782,940",1 bed,2 baths,774 sqft,"4B Living, International City Phase 2 (Warsan 4), International City, Dubai, UAE"
Apartment,Sale,Furnished,"782,950",1 bed,2 baths,761 sqft,"4B Living, International City Phase 2 (Warsan 4), International City, Dubai, UAE"
Apartment,Sale,Furnished,"782,959",1 bed,2 baths,776 sqft,"4B Living, International City Phase 2 (Warsan 4), International City, Dubai, UAE"
Apartment,Sale,Furnished,"782,956",1 bed,2 baths,777 sqft,"4B Living, International City Phase 2 (Warsan 4), International City, Dubai, UAE"
Apartment,Sale,Furnished,"782,910",1 bed,2 baths,760 sqft,"4B Living, International City Phase 2 (Warsan 4), International City, Dubai, UAE"
Apartment,Sale,Furnished,"782,900",1 bed,2 baths,764 sqft,"4B Living, International City Phase 2 (Warsan 4), International City, Dubai, UAE"
Apartment,Sale,Furnished,"788,100",1 bed,2 baths,789 sqft,"Time 3, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Furnished,"788,000",1 bed,2 baths,787 sqft,"Time 3, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Furnished,"699,000",Studio,1 bath,612 sqft,"Time 3, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Furnished,"698,500",Studio,1 bath,611 sqft,"Time 3, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Furnished,"698,300",Studio,1 bath,610 sqft,"Time 3, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Furnished,"698,200",Studio,1 bath,609 sqft,"Time 3, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Furnished,"1,395,500",3 beds,4 baths,"1,456 sqft","Time 3, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Furnished,"698,000",Studio,1 bath,608 sqft,"Time 3, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Furnished,"1,395,300",3 beds,4 baths,"1,454 sqft","Time 3, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Furnished,"1,395,200",3 beds,4 baths,"1,453 sqft","Time 3, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Furnished,"1,395,000",3 beds,4 baths,"1,452 sqft","Time 3, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Furnished,"1,176,400",2 beds,3 baths,"1,188 sqft","Time 3, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Furnished,"1,176,300",2 beds,3 baths,"1,187 sqft","Time 3, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Furnished,"1,176,200",2 beds,3 baths,"1,186 sqft","Time 3, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Furnished,"1,176,000",2 beds,3 baths,"1,184 sqft","Time 3, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Furnished,"788,300",1 bed,2 baths,790 sqft,"Time 3, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Furnished,"1,394,000",3 beds,4 baths,"1,451 sqft","Time 3, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,349,900",2 beds,3 baths,"1,248 sqft","Azizi Central, Al Furjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,640,000",1 bed,1 bath,827 sqft,"Coral Isle Residences, Dubai Islands, Dubai, UAE"
Apartment,Sale,Unfurnished,"2,240,000",2 beds,2 baths,"1,149 sqft","Coral Isle Residences, Dubai Islands, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,800,000",1 bed,1 bath,950 sqft,"Bayview Boulevard, Dubai Islands, Dubai, UAE"
Apartment,Sale,Unfurnished,"2,600,000",2 beds,2 baths,"1,500 sqft","Bayview Boulevard, Dubai Islands, Dubai, UAE"
Apartment,Sale,Unfurnished,"3,800,000",3 beds,4 baths,"2,000 sqft","Bayview Boulevard, Dubai Islands, Dubai, UAE"
Apartment,Sale,Unfurnished,"596,000",Studio,1 bath,358 sqft,"Azizi Ruby, JVC District 15, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"595,000",Studio,1 bath,361 sqft,"Azizi Ruby, JVC District 15, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"600,000",Studio,1 bath,359 sqft,"Azizi Ruby, JVC District 15, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"605,000",Studio,1 bath,402 sqft,"Azizi Ruby, JVC District 15, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"594,000",Studio,1 bath,356 sqft,"Azizi Ruby, JVC District 15, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"670,000",Studio,1 bath,426 sqft,"Floarea  Grande, Arjan, Dubai, UAE"
Apartment,Sale,Furnished,"1,110,000",1 bed,2 baths,871 sqft,"Floarea  Grande, Arjan, Dubai, UAE"
Apartment,Sale,Furnished,"1,150,000",1 bed,2 baths,820 sqft,"Floarea  Grande, Arjan, Dubai, UAE"
Apartment,Sale,Furnished,"1,615,000",2 beds,4 baths,"1,312 sqft","Floarea  Grande, Arjan, Dubai, UAE"
Apartment,Sale,Furnished,"669,972",Studio,1 bath,420 sqft,"Floarea  Grande, Arjan, Dubai, UAE"
Apartment,Sale,Furnished,"1,109,975",1 bed,2 baths,857 sqft,"Floarea  Grande, Arjan, Dubai, UAE"
Apartment,Sale,Furnished,"1,149,789",1 bed,2 baths,825 sqft,"Floarea  Grande, Arjan, Dubai, UAE"
Apartment,Sale,Furnished,"1,613,758",2 beds,4 baths,"1,340 sqft","Floarea  Grande, Arjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"2,100,000",2 beds,2 baths,"1,165 sqft","Glitz 3, Dubai Studio City, Dubai, UAE"
Apartment,Sale,Furnished,"460,000",Studio,1 bath,481 sqft,"Coventry Gardens, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Furnished,"460,000",Studio,1 bath,481 sqft,"Coventry Gardens, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Furnished,"1,180,000",2 beds,3 baths,"1,100 sqft","Coventry Gardens, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Furnished,"1,180,000",2 beds,3 baths,"1,100 sqft","Coventry Gardens, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Furnished,"395,000",Studio,1 bath,347 sqft,"Dusit Rijas, Majan, Dubai, UAE"
Apartment,Sale,Furnished,"524,000",1 bed,2 baths,606 sqft,"Dusit Rijas, Majan, Dubai, UAE"
Apartment,Sale,Furnished,"769,654",2 beds,3 baths,970 sqft,"Dusit Rijas, Majan, Dubai, UAE"
Apartment,Sale,Furnished,"769,654",2 beds,3 baths,970 sqft,"Dusit Rijas, Majan, Dubai, UAE"
Apartment,Sale,Unfurnished,"866,000",1 bed,2 baths,835 sqft,"Time 3, Dubai Land Residence Complex, Dubai, UAE"
Villa,Sale,Unfurnished,"12,200,000",4 beds,5 baths,"6,028 sqft","Alaya, Tilal Al Ghaf, Dubai, UAE"
Villa,Sale,Unfurnished,"7,799,888",4 beds,6 baths,"5,043 sqft","Elie Saab, Arabian Ranches 3, Dubai, UAE"
Townhouse,Sale,Unfurnished,"3,019,000",4 beds,5 baths,"2,282 sqft","Ibiza, DAMAC Lagoons, Dubai, UAE"
Apartment,Sale,Unfurnished,"2,109,777",2 beds,2 baths,"1,171 sqft","Onda by Kasco, Business Bay, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,605,777",1 bed,2 baths,863 sqft,"Onda by Kasco, Business Bay, Dubai, UAE"
Villa,Sale,Unfurnished,"3,600,000",5 beds,6 baths,"3,400 sqft","Santorini, DAMAC Lagoons, Dubai, UAE"
Apartment,Sale,Unfurnished,"3,611,325",3 beds,3 baths,"1,474 sqft","Skyvue Solair, Skyvue, Sobha Hartland 2, Bukadra, Dubai, UAE"
Apartment,Sale,Unfurnished,"4,911,682",3 beds,3 baths,"1,968 sqft","Skyscape Avenue, Skyscape, Sobha Hartland 2, Bukadra, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,281,000",1 bed,2 baths,869 sqft,"JVC District 10, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"1,177,000",1 bed,1 bath,993 sqft,"Binghatti Starlight, Dubai Healthcare City Phase 2, Al Jaddaf, Dubai, UAE"
Apartment,Sale,Furnished,"7,800,000",1 bed,2 baths,"1,182 sqft","Armani Hotel And Residences, Downtown Dubai, Dubai, UAE"
Villa,Sale,Unfurnished,"13,811,185",5 beds,6 baths,"6,004 sqft","Knightsbridge 2, District 11, Mohammed Bin Rashid City, Dubai, UAE"
Apartment,Sale,Furnished,"2,042,878",1 bed,2 baths,991 sqft,"Evergr1n House, Jumeirah Garden City, Al Satwa, Dubai, UAE"
Apartment,Sale,Furnished,"1,100,000",1 bed,2 baths,700 sqft,"Binghatti Amber, JVC District 11, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"1,450,000",1 bed,2 baths,949 sqft,"Dusk by Binghatti, JVC District 16, Jumeirah Village Circle (JVC), Dubai, UAE"
Townhouse,Sale,Unfurnished,"2,450,000",4 beds,4 baths,"2,314 sqft","Monte Carlo, DAMAC Lagoons, Dubai, UAE"
Townhouse,Sale,Unfurnished,"4,800,000",4 beds,4 baths,"3,109 sqft","Ferns, Haven by Aldar, Dubailand, Dubai, UAE"
Townhouse,Sale,Unfurnished,"2,450,000",4 beds,5 baths,"2,270 sqft","Nice, DAMAC Lagoons, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,050,000",1 bed,1 bath,700 sqft,"Azizi Venice, Dubai South, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,200,000",1 bed,2 baths,913 sqft,"Binghatti Phantom, JVC District 17, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"1,550,000",1 bed,2 baths,792 sqft,"Binghatti Phantom, JVC District 17, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"2,100,000",2 beds,2 baths,"1,569 sqft","Binghatti Hills, Dubai Science Park, Dubai, UAE"
Townhouse,Sale,Unfurnished,"1,021,100",2 beds,3 baths,"1,805 sqft","Verdana, Dubai Investment Park 1, Dubai Investment Park (DIP), Dubai, UAE"
Villa,Sale,Unfurnished,"1,020,200",2 beds,3 baths,"1,800 sqft","Verdana, Dubai Investment Park 1, Dubai Investment Park (DIP), Dubai, UAE"
Villa,Sale,Unfurnished,"1,019,000",2 beds,3 baths,"1,795 sqft","Verdana, Dubai Investment Park 1, Dubai Investment Park (DIP), Dubai, UAE"
Villa,Sale,Unfurnished,"1,018,000",2 beds,3 baths,"1,785 sqft","Verdana, Dubai Investment Park 1, Dubai Investment Park (DIP), Dubai, UAE"
Villa,Sale,Unfurnished,"1,017,000",2 beds,3 baths,"1,777 sqft","Verdana, Dubai Investment Park 1, Dubai Investment Park (DIP), Dubai, UAE"
Apartment,Sale,Furnished,"1,440,000",2 beds,3 baths,"1,160 sqft","Azizi Grand, Dubai Sports City, Dubai, UAE"
Apartment,Sale,Furnished,"1,009,600",1 bed,2 baths,761 sqft,"Azizi Grand, Dubai Sports City, Dubai, UAE"
Apartment,Sale,Furnished,"1,100,000",1 bed,2 baths,850 sqft,"Azizi Venice 1, Azizi Venice, Dubai South, Dubai, UAE"
Apartment,Sale,Furnished,"1,200,000",1 bed,2 baths,800 sqft,"Laguna Residence, City of Arabia, Dubai, UAE"
Apartment,Sale,Unfurnished,"599,000",Studio,1 bath,387 sqft,"Azizi Venice 1, Azizi Venice, Dubai South, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,487,499",1 bed,2 baths,792 sqft,"Binghatti Grove, JVC District 17, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"1,587,499",1 bed,2 baths,792 sqft,"Binghatti Grove, JVC District 17, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"2,962,499",2 beds,3 baths,"1,719 sqft","Binghatti Grove, JVC District 17, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Furnished,"1,650,000",1 bed,2 baths,940 sqft,"Tower A, DAMAC Towers by Paramount Hotels and Resorts, Business Bay, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,066,832",2 beds,3 baths,"1,332 sqft","Al Marsoumy Building, International City Phase 2 (Warsan 4), International City, Dubai, UAE"
Apartment,Sale,Furnished,"1,380,000",1 bed,2 baths,860 sqft,"DAMAC Maison Bay's Edge, Business Bay, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,102,138",1 bed,2 baths,790 sqft,"Peace Lagoons by Peace Homes, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Unfurnished,"688,953",Studio,1 bath,403 sqft,"Peace Lagoons by Peace Homes, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Unfurnished,"688,953",Studio,1 bath,403 sqft,"Peace Lagoons by Peace Homes, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Unfurnished,"699,436",Studio,1 bath,407 sqft,"Peace Lagoons by Peace Homes, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Unfurnished,"682,909",Studio,1 bath,403 sqft,"Peace Lagoons by Peace Homes, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Unfurnished,"685,587",Studio,1 bath,407 sqft,"Peace Lagoons by Peace Homes, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,525,263",2 beds,2 baths,"1,150 sqft","Samana Barari Lagoons, Majan, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,487,368",2 beds,2 baths,988 sqft,"Samana Barari Lagoons, Majan, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,458,947",2 beds,2 baths,993 sqft,"Samana Barari Lagoons, Majan, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,525,263",2 beds,2 baths,"1,145 sqft","Samana Barari Lagoons, Majan, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,169,052",1 bed,2 baths,770 sqft,"Samana Barari Lagoons, Majan, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,169,052",1 bed,2 baths,754 sqft,"Samana Barari Lagoons, Majan, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,169,052",1 bed,2 baths,750 sqft,"Samana Barari Lagoons, Majan, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,496,842",2 beds,2 baths,"1,145 sqft","Samana Barari Lagoons, Majan, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,169,052",1 bed,2 baths,771 sqft,"Samana Barari Lagoons, Majan, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,458,947",2 beds,2 baths,988 sqft,"Samana Barari Lagoons, Majan, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,140,631",1 bed,2 baths,770 sqft,"Samana Barari Lagoons, Majan, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,140,631",1 bed,2 baths,771 sqft,"Samana Barari Lagoons, Majan, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,140,631",1 bed,2 baths,811 sqft,"Samana Barari Lagoons, Majan, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,140,631",1 bed,2 baths,780 sqft,"Samana Barari Lagoons, Majan, Dubai, UAE"
Apartment,Sale,Unfurnished,"790,105",Studio,1 bath,423 sqft,"Samana Barari Lagoons, Majan, Dubai, UAE"
Apartment,Sale,Unfurnished,"818,526",Studio,1 bath,423 sqft,"Samana Barari Lagoons, Majan, Dubai, UAE"
Apartment,Sale,Unfurnished,"818,526",Studio,1 bath,428 sqft,"Samana Barari Lagoons, Majan, Dubai, UAE"
Apartment,Sale,Unfurnished,"790,105",Studio,1 bath,425 sqft,"Samana Barari Lagoons, Majan, Dubai, UAE"
Apartment,Sale,Unfurnished,"790,105",Studio,1 bath,428 sqft,"Samana Barari Lagoons, Majan, Dubai, UAE"
Apartment,Sale,Unfurnished,"3,040,000",2 beds,2 baths,"1,289 sqft","Aeon Tower 2, Aeon, Dubai Creek Harbour, Dubai, UAE"
Hotel Apartment,Sale,Furnished,"910,000",Studio,1 bath,296 sqft,"Barsha Heights (Tecom), Dubai, UAE"
Apartment,Sale,Unfurnished,"650,000",Studio,1 bath,387 sqft,"Sereno Residences, JVC District 11, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"1,022,352",Studio,1 bath,469 sqft,"Binghatti Hills, Dubai Science Park, Dubai, UAE"
Apartment,Sale,Furnished,"2,590,000",2 beds,2 baths,"1,160 sqft","Park Views Residences B, Park Views Residences, Al Kifaf, Bur Dubai, Dubai, UAE"
Apartment,Sale,Furnished,"2,750,000",3 beds,3 baths,"2,077 sqft","Binghatti Avenue, Al Jaddaf, Dubai, UAE"
Apartment,Sale,Unfurnished,"560,000",Studio,1 bath,392 sqft,"Al Jawhara Tower, JVT District 2, Jumeirah Village Triangle (JVT), Dubai, UAE"
Apartment,Sale,Unfurnished,"480,000",Studio,1 bath,470 sqft,"Magnolia 2, Emirates Gardens 2, JVC District 14, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Furnished,"1,200,000",Studio,1 bath,429 sqft,"The First Collection Hotel, JVC District 14, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Furnished,"1,000,000",1 bed,1 bath,443 sqft,"Dubai Marina, Dubai, UAE"
Apartment,Sale,Furnished,"1,000,000",1 bed,1 bath,442 sqft,"Dubai Marina, Dubai, UAE"
Apartment,Sale,Unfurnished,"2,350,000",1 bed,2 baths,778 sqft,"Coral Reef by DAMAC, Dubai Maritime City, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,350,000",1 bed,2 baths,884 sqft,"Avenue Residence 5, Al Furjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"3,800,000",2 beds,3 baths,"1,380 sqft","Coral Reef by DAMAC, Dubai Maritime City, Dubai, UAE"
Apartment,Sale,Unfurnished,"1,306,499",1 bed,2 baths,761 sqft,"Binghatti Ivory, Dubai Healthcare City Phase 2, Al Jaddaf, Dubai, UAE"
Apartment,Sale,Unfurnished,"2,049,999",2 beds,3 baths,"1,289 sqft","Binghatti Ghost, Dubai Healthcare City Phase 2, Al Jaddaf, Dubai, UAE"
Apartment,Sale,Unfurnished,"2,242,499",1 bed,2 baths,"1,030 sqft","One by Binghatti, Business Bay, Dubai, UAE"
Apartment,Sale,Unfurnished,"779,999",Studio,2 baths,386 sqft,"Binghatti Hillviews, Dubai Science Park, Dubai, UAE"
Apartment,Sale,Unfurnished,"599,999",Studio,1 bath,445 sqft,"Uniestate Supreme Residence, Arjan, Dubai, UAE"
